SubjectID,Dice,Dice TC,Dice WT,Dice ET,Pred NM TC,Pred NM WT,Pred NM ET,GT NM TC,GT NM WT,GT NM ET,Pred V TC,Pred V WT,Pred V ET,GT V TC,GT V WT,GT V ET,Pred Paths,GT Paths
100191A,0.5990726351737976,0.6864155530929565,0.6822308897972107,0.4285714328289032,6,6,4,4,4,4,1202,1152,599,1161,1161,423,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100191A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100191A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100191A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100191A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100191A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100191A_ET.npz']"
100322A,0.8615831732749939,0.8810599446296692,0.8867881894111633,0.8169013857841492,9,9,9,8,8,9,6681,6454,3769,6603,6769,3970,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100322A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100322A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100322A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100322A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100322A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100322A_ET.npz']"
100356B,0.8358125686645508,0.8398904800415039,0.8499205708503723,0.8176265954971313,6,5,7,4,4,5,7091,7025,5968,7880,8087,6967,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100356B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100356B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100356B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100356B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100356B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100356B_ET.npz']"
100353A,0.8955214023590088,0.9140104055404663,0.9161933064460754,0.8563603758811951,5,4,2,1,1,1,12096,12108,8588,12186,12186,8573,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100353A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100353A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100353A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100353A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100353A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100353A_ET.npz']"
100144A,0.665372371673584,0.7235815525054932,0.721403181552887,0.5511324405670166,28,28,20,36,36,25,4362,4296,1551,4997,4997,1363,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100144A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100144A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100144A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100144A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100144A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100144A_ET.npz']"
100101A,0.7527235150337219,0.776824414730072,0.8437640070915222,0.6375822424888611,11,11,13,9,9,7,12325,12215,7219,8887,10123,4792,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100101A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100101A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100101A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100101A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100101A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100101A_ET.npz']"
100195A,0.7627879977226257,0.8002889156341553,0.7973217368125916,0.6907532215118408,7,6,6,12,12,4,2631,2619,1666,2907,2907,1600,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100195A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100195A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100195A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100195A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100195A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100195A_ET.npz']"
100152B,0.822415292263031,0.83624666929245,0.8540372848510742,0.7769618630409241,13,12,10,12,12,8,8160,8120,5224,8316,8624,6079,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100152B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100152B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100152B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100152B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100152B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100152B_ET.npz']"
100306A,0.7706894874572754,0.8214505910873413,0.8530970811843872,0.6375207304954529,6,6,4,2,2,6,6122,6022,2593,6838,7184,2828,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100306A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100306A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100306A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100306A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100306A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100306A_ET.npz']"
100121A,0.9223958849906921,0.9237231612205505,0.9237259030342102,0.9197385907173157,10,9,3,11,11,4,25639,25418,22527,26972,26972,23834,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100121A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100121A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100121A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100121A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100121A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100121A_ET.npz']"
100350A,0.8932562470436096,0.9034782648086548,0.9003024101257324,0.8759881854057312,5,5,2,5,5,6,18377,18295,15524,20723,20723,17239,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100350A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100350A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100350A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100350A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100350A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100350A_ET.npz']"
100111C,0.9265664219856262,0.9358261227607727,0.9374138116836548,0.9064594507217407,4,4,3,5,5,5,26071,26001,21340,28219,28404,22673,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100111C_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100111C_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100111C_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100111C_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100111C_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100111C_ET.npz']"
100163A,0.9085432887077332,0.9155452847480774,0.9169454574584961,0.8931392431259155,4,3,4,5,5,2,17439,17644,14600,19717,19717,16038,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100163A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100163A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100163A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100163A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100163A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100163A_ET.npz']"
100122B,0.7442286610603333,0.730427622795105,0.7599030137062073,0.742355227470398,12,12,6,15,15,7,2576,2579,1511,2265,2369,1563,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100122B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100122B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100122B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100122B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100122B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100122B_ET.npz']"
100238A,0.618918776512146,0.6330807209014893,0.6309204697608948,0.5927551984786987,14,14,5,17,17,3,1043,1038,445,1200,1200,466,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100238A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100238A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100238A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100238A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100238A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100238A_ET.npz']"
100238E,0.6590818762779236,0.6936187148094177,0.691544234752655,0.5920826196670532,6,6,3,20,20,3,1278,1274,653,1245,1245,509,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100238E_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100238E_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100238E_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100238E_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100238E_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100238E_ET.npz']"
100203A,0.7683947682380676,0.7726262807846069,0.8005006313323975,0.7320573925971985,5,4,1,1,1,3,7064,7300,3578,5985,8680,3110,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100203A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100203A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100203A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100203A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100203A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100203A_ET.npz']"
100335B,0.8837906718254089,0.9013431668281555,0.8992322683334351,0.8507965207099915,2,2,2,2,2,3,5909,5905,4143,6599,6599,4771,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100335B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100335B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100335B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100335B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100335B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100335B_ET.npz']"
100396A,0.9278926849365234,0.9294726252555847,0.9382458925247192,0.9159595370292664,8,8,7,10,10,7,72204,72268,50727,72364,73779,53568,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100396A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100396A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100396A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100396A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100396A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100396A_ET.npz']"
100272A,0.8417032361030579,0.8452771306037903,0.8520343899726868,0.8277983069419861,10,10,7,5,5,6,30494,30540,27419,36012,36408,32081,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100272A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100272A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100272A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100272A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100272A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100272A_ET.npz']"
100336A,0.6720414161682129,0.6708860993385315,0.6666666865348816,0.6785714030265808,2,2,1,5,5,1,162,158,51,154,154,61,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100336A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100336A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100336A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100336A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100336A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100336A_ET.npz']"
100388A,0.8085219860076904,0.8306601047515869,0.9272791147232056,0.667626678943634,4,4,4,3,3,6,29144,29129,24391,25846,30840,16581,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100388A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100388A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100388A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100388A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100388A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100388A_ET.npz']"
100161C,0.8555178642272949,0.8591318726539612,0.8576285243034363,0.8497931361198425,28,27,13,42,42,8,40230,39827,36602,43515,43708,38814,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100161C_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100161C_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100161C_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100161C_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100161C_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100161C_ET.npz']"
100253A,0.9401953220367432,0.9402707815170288,0.9380810856819153,0.9422340393066406,7,5,4,2,2,5,33066,33040,31206,35259,35259,33538,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100253A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100253A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100253A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100253A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100253A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100253A_ET.npz']"
100103A,0.4484981298446655,0.4617233872413635,0.4545201063156128,0.42925089597702026,5,6,5,3,3,5,11795,11561,10652,31469,31469,29716,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100103A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100103A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100103A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100103A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100103A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100103A_ET.npz']"
100364A,0.6440252661705017,0.5790554285049438,0.5773195624351501,0.7757009267807007,4,4,2,2,2,1,334,332,116,153,153,98,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100364A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100364A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100364A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100364A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100364A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100364A_ET.npz']"
100200A,0.8887384533882141,0.9058685302734375,0.9145811796188354,0.8457655906677246,13,13,15,11,11,14,33555,33329,18288,34605,35321,19356,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100200A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100200A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100200A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100200A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100200A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100200A_ET.npz']"
100184A,0.5373281836509705,0.7228295803070068,0.7179487347602844,0.17120622098445892,4,4,3,3,3,3,718,723,83,837,837,174,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100184A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100184A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100184A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100184A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100184A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100184A_ET.npz']"
100238C,0.4947962164878845,0.48874062299728394,0.5008518099784851,0.0,10,10,4,15,15,0,671,646,148,528,528,0,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100238C_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100238C_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100238C_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100238C_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100238C_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100238C_ET.npz']"
100139C,0.9093122482299805,0.9187669157981873,0.9171027541160583,0.8920671939849854,4,4,4,4,4,4,14060,14027,12621,13675,13682,12200,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100139C_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100139C_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100139C_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100139C_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100139C_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100139C_ET.npz']"
100209B,0.854358971118927,0.8625479936599731,0.8606763482093811,0.8398526310920715,5,5,3,3,3,6,6836,6797,6016,7489,7515,6741,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100209B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100209B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100209B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100209B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100209B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100209B_ET.npz']"
100226A,0.8078604340553284,0.8303642272949219,0.8314584493637085,0.7617586851119995,9,9,7,8,8,6,4936,4855,3693,5168,5190,4131,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100226A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100226A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100226A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100226A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100226A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100226A_ET.npz']"
100157B,0.8321407437324524,0.8458781242370605,0.8492635488510132,0.801280677318573,5,5,5,4,4,3,3275,3209,2415,3142,3173,2270,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100157B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100157B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100157B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100157B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100157B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100157B_ET.npz']"
100324A,0.9069575667381287,0.9131429195404053,0.9119940400123596,0.8957358002662659,22,21,18,28,28,5,32332,32010,22860,32372,32372,21345,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100324A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100324A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100324A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100324A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100324A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100324A_ET.npz']"
100308C,0.5166641473770142,0.5457102656364441,0.550537645816803,0.453744500875473,22,22,7,39,39,3,1327,1273,321,1517,1517,133,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100308C_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100308C_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100308C_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100308C_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100308C_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100308C_ET.npz']"
100326A,0.7802731990814209,0.8052560687065125,0.8002457022666931,0.7353177666664124,4,4,4,4,4,2,9178,9277,3607,8630,8630,3851,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100326A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100326A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100326A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100326A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100326A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100326A_ET.npz']"
100308B,0.6143901348114014,0.6794185042381287,0.6931637525558472,0.47058823704719543,10,10,6,8,8,3,767,718,252,540,540,156,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100308B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100308B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100308B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100308B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100308B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100308B_ET.npz']"
100310C,0.7616139054298401,0.7564476728439331,0.7865732908248901,0.7418208718299866,31,31,17,41,41,21,28910,28828,19384,30026,31708,18334,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100310C_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100310C_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100310C_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100310C_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100310C_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100310C_ET.npz']"
100326B,0.26277783513069153,0.3222014307975769,0.32014670968055725,0.14598539471626282,5,5,3,4,4,3,1380,1454,91,2363,2363,46,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100326B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100326B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100326B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100326B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100326B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100326B_ET.npz']"
100214D,0.6489816308021545,0.6794101595878601,0.6760253310203552,0.5915094614028931,15,16,9,18,18,6,2027,1998,1187,1635,1635,933,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100214D_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100214D_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100214D_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100214D_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100214D_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100214D_ET.npz']"
100309A,0.924042284488678,0.9191336631774902,0.9336511492729187,0.919342041015625,3,3,2,3,3,2,82009,82513,73163,85131,87392,79246,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100309A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100309A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100309A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100309A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100309A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100309A_ET.npz']"
100346A,0.826723039150238,0.8366866707801819,0.8367426991462708,0.8067396879196167,10,10,6,8,8,9,7216,7097,5662,8092,8155,6208,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100346A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100346A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100346A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100346A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100346A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100346A_ET.npz']"
100131A,0.6121819615364075,0.6600610017776489,0.6584992408752441,0.5179855823516846,10,9,2,7,7,1,757,751,472,555,555,223,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100131A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100131A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100131A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100131A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100131A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100131A_ET.npz']"
100349B,0.5476101636886597,0.5852774381637573,0.5920055508613586,0.46554747223854065,11,11,14,9,9,7,6293,6477,3786,10810,10810,8187,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100349B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100349B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100349B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100349B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100349B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100349B_ET.npz']"
100255E,0.8416387438774109,0.8328417539596558,0.8646495342254639,0.827424943447113,15,13,14,18,18,16,38841,38723,33528,34054,36334,29772,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100255E_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100255E_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100255E_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100255E_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100255E_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100255E_ET.npz']"
100194A,0.7278339862823486,0.7989031076431274,0.7933579087257385,0.5912408828735352,5,5,1,1,1,1,630,620,350,464,464,198,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100194A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100194A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100194A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100194A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100194A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100194A_ET.npz']"
100299A,0.8420681953430176,0.8503218293190002,0.8487170338630676,0.8271658420562744,7,5,4,3,3,3,15385,15186,12107,17706,17706,13322,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100299A_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100299A_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100299A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100299A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100299A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100299A_ET.npz']"
100200B,0.8688715100288391,0.8823195695877075,0.8919058442115784,0.832389235496521,11,11,15,11,11,10,21588,21413,11556,20730,21161,11217,"['outputs/SegResNet/pred_segs/train_pred_segs/pred_100200B_TC.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100200B_WT.npz', 'outputs/SegResNet/pred_segs/train_pred_segs/pred_100200B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100200B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100200B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100200B_ET.npz']"
