SubjectID,Dice,Dice TC,Dice WT,Dice ET,Pred NM TC,Pred NM WT,Pred NM ET,GT NM TC,GT NM WT,GT NM ET,Pred V TC,Pred V WT,Pred V ET,GT V TC,GT V WT,GT V ET,Pred Paths,GT Paths
100191A,0.5319802761077881,0.626086950302124,0.6229638457298279,0.3468899428844452,9,9,7,4,4,4,1369,1356,413,1161,1161,423,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100191A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100191A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100191A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100191A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100191A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100191A_ET.npz']"
100322A,0.854225218296051,0.8671892285346985,0.8817471265792847,0.8137393593788147,13,15,16,8,8,9,7048,6922,4502,6603,6769,3970,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100322A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100322A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100322A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100322A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100322A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100322A_ET.npz']"
100356B,0.8045174479484558,0.7996317148208618,0.8180879354476929,0.7958326935768127,11,13,11,4,4,5,6239,6442,5895,7880,8087,6967,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100356B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100356B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100356B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100356B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100356B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100356B_ET.npz']"
100353A,0.8897705078125,0.9043983221054077,0.9058321118354797,0.8590810894966125,8,6,2,1,1,1,12960,12865,8969,12186,12186,8573,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100353A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100353A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100353A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100353A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100353A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100353A_ET.npz']"
100144A,0.6069580912590027,0.6766758561134338,0.6818181872367859,0.4623802900314331,36,36,27,36,36,25,4461,4463,1561,4997,4997,1363,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100144A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100144A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100144A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100144A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100144A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100144A_ET.npz']"
100101A,0.7553910613059998,0.7652239203453064,0.8349039554595947,0.6660451889038086,12,13,11,9,9,7,12346,12373,8081,8887,10123,4792,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100101A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100101A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100101A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100101A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100101A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100101A_ET.npz']"
100195A,0.721566915512085,0.758686363697052,0.7583120465278625,0.6477023959159851,15,15,11,12,12,4,3396,3349,1599,2907,2907,1600,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100195A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100195A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100195A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100195A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100195A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100195A_ET.npz']"
100152B,0.7725751996040344,0.77731853723526,0.7983381152153015,0.7420689463615417,17,17,13,12,12,8,7168,7502,4796,8316,8624,6079,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100152B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100152B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100152B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100152B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100152B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100152B_ET.npz']"
100306A,0.7914122939109802,0.8439124226570129,0.871791422367096,0.6585330367088318,9,9,10,2,2,6,7782,7581,4057,6838,7184,2828,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100306A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100306A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100306A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100306A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100306A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100306A_ET.npz']"
100121A,0.910854160785675,0.9090512990951538,0.9107919931411743,0.9127193093299866,6,5,3,11,11,4,28070,27967,25123,26972,26972,23834,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100121A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100121A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100121A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100121A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100121A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100121A_ET.npz']"
100350A,0.8897800445556641,0.9003061652183533,0.9000574946403503,0.8689765334129333,5,5,3,5,5,6,19781,19270,16587,20723,20723,17239,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100350A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100350A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100350A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100350A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100350A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100350A_ET.npz']"
100111C,0.9421307444572449,0.9475709795951843,0.9524611234664917,0.9263600707054138,8,10,7,5,5,5,28944,28623,22968,28219,28404,22673,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100111C_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100111C_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100111C_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100111C_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100111C_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100111C_ET.npz']"
100163A,0.9051313400268555,0.9117182493209839,0.9129820466041565,0.8906937837600708,6,4,3,5,5,2,19521,19206,16220,19717,19717,16038,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100163A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100163A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100163A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100163A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100163A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100163A_ET.npz']"
100122B,0.7798274159431458,0.7623782753944397,0.7882547378540039,0.7888493537902832,11,13,7,15,15,7,2562,2467,1809,2265,2369,1563,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100122B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100122B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100122B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100122B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100122B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100122B_ET.npz']"
100238A,0.5450639128684998,0.5445761680603027,0.5383603572845459,0.5522552132606506,39,43,7,17,17,3,1077,1081,443,1200,1200,466,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100238A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100238A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100238A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100238A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100238A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100238A_ET.npz']"
100238E,0.6905832290649414,0.6990541815757751,0.7023354768753052,0.6703600883483887,20,19,2,20,20,3,1081,1110,574,1245,1245,509,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100238E_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100238E_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100238E_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100238E_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100238E_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100238E_ET.npz']"
100203A,0.6433146595954895,0.7104455828666687,0.6777922511100769,0.5417060852050781,7,6,6,1,1,3,5101,5162,2177,5985,8680,3110,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100203A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100203A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100203A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100203A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100203A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100203A_ET.npz']"
100335B,0.8799760937690735,0.8905868530273438,0.8939774036407471,0.8553640842437744,9,9,5,2,2,3,6096,6153,4224,6599,6599,4771,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100335B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100335B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100335B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100335B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100335B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100335B_ET.npz']"
100396A,0.9115130305290222,0.9157845377922058,0.9307371973991394,0.8880174160003662,14,15,16,10,10,7,78499,78395,58628,72364,73779,53568,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100396A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100396A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100396A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100396A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100396A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100396A_ET.npz']"
100272A,0.8519929051399231,0.8590976595878601,0.8618154525756836,0.8350656628608704,25,25,21,5,5,6,32830,32688,31514,36012,36408,32081,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100272A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100272A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100272A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100272A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100272A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100272A_ET.npz']"
100336A,0.6902896761894226,0.7226277589797974,0.7127272486686707,0.6355140209197998,4,4,1,5,5,1,120,121,46,154,154,61,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100336A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100336A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100336A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100336A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100336A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100336A_ET.npz']"
100388A,0.8363396525382996,0.8378373980522156,0.9287514090538025,0.7424300909042358,7,7,10,3,3,6,32657,32656,24767,25846,30840,16581,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100388A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100388A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100388A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100388A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100388A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100388A_ET.npz']"
100161C,0.8102119565010071,0.8102371096611023,0.8173778057098389,0.8030208945274353,36,36,18,42,42,8,41470,41320,38250,43515,43708,38814,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100161C_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100161C_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100161C_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100161C_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100161C_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100161C_ET.npz']"
100253A,0.9263755679130554,0.9216345548629761,0.9260616898536682,0.9314303398132324,14,14,9,2,2,5,36737,35665,34845,35259,35259,33538,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100253A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100253A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100253A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100253A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100253A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100253A_ET.npz']"
100103A,0.3547346591949463,0.3465604782104492,0.3673781454563141,0.35026535391807556,19,15,18,3,3,5,12229,12992,11173,31469,31469,29716,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100103A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100103A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100103A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100103A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100103A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100103A_ET.npz']"
100364A,0.004977359902113676,0.006508135236799717,0.00807049311697483,0.0003534505667630583,31,32,24,2,2,1,11832,11990,11219,153,153,98,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100364A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100364A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100364A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100364A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100364A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100364A_ET.npz']"
100200A,0.8603888154029846,0.8776843547821045,0.8938161134719849,0.809666097164154,15,15,29,11,11,14,32590,32646,18467,34605,35321,19356,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100200A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100200A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100200A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100200A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100200A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100200A_ET.npz']"
100184A,0.5584706664085388,0.7132866978645325,0.6900849938392639,0.27204030752182007,9,11,7,3,3,3,879,928,223,837,837,174,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100184A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100184A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100184A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100184A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100184A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100184A_ET.npz']"
100238C,0.37124329805374146,0.37728583812713623,0.3652007579803467,0.0,22,21,2,15,15,0,511,518,76,528,528,0,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100238C_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100238C_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100238C_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100238C_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100238C_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100238C_ET.npz']"
100139C,0.8662034869194031,0.8690460920333862,0.8785483837127686,0.8510158658027649,11,13,8,4,4,4,16977,16684,15313,13675,13682,12200,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100139C_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100139C_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100139C_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100139C_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100139C_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100139C_ET.npz']"
100209B,0.84690922498703,0.8477751612663269,0.8552542924880981,0.8376981019973755,4,5,2,3,3,6,5748,5798,5249,7489,7515,6741,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100209B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100209B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100209B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100209B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100209B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100209B_ET.npz']"
100226A,0.7823994755744934,0.8060556650161743,0.8064121007919312,0.73473060131073,8,8,9,8,8,6,4608,4604,3646,5168,5190,4131,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100226A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100226A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100226A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100226A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100226A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100226A_ET.npz']"
100157B,0.7964007258415222,0.7775306105613708,0.7974077463150024,0.8142638206481934,54,42,7,4,4,3,4050,3925,2301,3142,3173,2270,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100157B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100157B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100157B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100157B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100157B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100157B_ET.npz']"
100324A,0.8956512808799744,0.8983140587806702,0.9021204710006714,0.8865191340446472,25,24,19,28,28,5,35602,35160,24698,32372,32372,21345,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100324A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100324A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100324A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100324A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100324A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100324A_ET.npz']"
100308C,0.5193295478820801,0.5781306624412537,0.5807860493659973,0.39907193183898926,33,35,6,39,39,3,1254,1231,298,1517,1517,133,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100308C_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100308C_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100308C_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100308C_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100308C_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100308C_ET.npz']"
100326A,0.743255615234375,0.7650800943374634,0.7612429261207581,0.7034436464309692,9,11,10,4,4,2,8976,9070,5122,8630,8630,3851,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100326A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100326A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100326A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100326A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100326A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100326A_ET.npz']"
100308B,0.6274656653404236,0.68544602394104,0.6980079412460327,0.49894291162490845,10,11,5,8,8,3,738,715,317,540,540,156,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100308B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100308B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100308B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100308B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100308B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100308B_ET.npz']"
100310C,0.779025137424469,0.7684261202812195,0.7906424403190613,0.778006911277771,36,35,31,41,41,21,26375,26384,19005,30026,31708,18334,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100310C_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100310C_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100310C_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100310C_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100310C_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100310C_ET.npz']"
100326B,0.5118903517723083,0.6775030493736267,0.6885919570922852,0.16957606375217438,5,7,14,4,4,3,3420,3475,355,2363,2363,46,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100326B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100326B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100326B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100326B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100326B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100326B_ET.npz']"
100214D,0.6739954352378845,0.6934539675712585,0.688611626625061,0.6399207711219788,29,33,7,18,18,6,2123,2132,1086,1635,1635,933,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100214D_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100214D_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100214D_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100214D_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100214D_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100214D_ET.npz']"
100309A,0.9130402207374573,0.9114434123039246,0.9258354306221008,0.9018418192863464,14,12,12,3,3,2,83202,84051,74730,85131,87392,79246,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100309A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100309A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100309A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100309A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100309A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100309A_ET.npz']"
100346A,0.7195324897766113,0.7198526263237,0.7299075722694397,0.7088373899459839,17,18,16,8,8,9,6022,6129,4621,8092,8155,6208,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100346A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100346A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100346A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100346A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100346A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100346A_ET.npz']"
100131A,0.668339729309082,0.687821626663208,0.6805194616317749,0.6366782188415527,18,16,2,7,7,1,611,600,355,555,555,223,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100131A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100131A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100131A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100131A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100131A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100131A_ET.npz']"
100349B,0.748988926410675,0.7513504028320312,0.7613672018051147,0.7342492938041687,12,11,14,9,9,7,11406,11337,7971,10810,10810,8187,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100349B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100349B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100349B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100349B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100349B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100349B_ET.npz']"
100255E,0.8271114230155945,0.8203732967376709,0.8391485214233398,0.8218124508857727,22,20,24,18,18,16,40573,41881,36007,34054,36334,29772,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100255E_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100255E_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100255E_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100255E_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100255E_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100255E_ET.npz']"
100194A,0.5606381893157959,0.5928381681442261,0.5695958733558655,0.5194805264472961,25,28,8,1,1,1,1044,1095,418,464,464,198,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100194A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100194A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100194A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100194A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100194A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100194A_ET.npz']"
100299A,0.7806956171989441,0.7750146985054016,0.7809963822364807,0.7860755920410156,10,7,15,3,3,3,19772,19508,13365,17706,17706,13322,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100299A_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100299A_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100299A_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100299A_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100299A_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100299A_ET.npz']"
100200B,0.8571994304656982,0.8736937046051025,0.8876603841781616,0.8102441430091858,14,16,21,11,11,10,22617,22252,12250,20730,21161,11217,"['outputs/UNETR/pred_segs/train_pred_segs/pred_100200B_TC.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100200B_WT.npz', 'outputs/UNETR/pred_segs/train_pred_segs/pred_100200B_ET.npz']","['outputs/gt_segs/train_gt_segs/gt_100200B_TC.npz', 'outputs/gt_segs/train_gt_segs/gt_100200B_WT.npz', 'outputs/gt_segs/train_gt_segs/gt_100200B_ET.npz']"
